Filename;SignatureFileVersion;PUID;puidName;LogLines
PDFA_1b_267713231.pdf;V1\;Unknown,;not known,;7
PDFA_1b_267713231.pdf;V10\;fmt/18,;Acrobat PDF 1.4 - Portable Document Format,;7
PDFA_1b_267713231.pdf;V11\;fmt/18,;Acrobat PDF 1.4 - Portable Document Format,;7
PDFA_1b_267713231.pdf;V12\;fmt/18,;Acrobat PDF 1.4 - Portable Document Format,;7
PDFA_1b_267713231.pdf;V13\;fmt/18,;Acrobat PDF 1.4 - Portable Document Format,;7
PDFA_1b_267713231.pdf;V16\;fmt/18,;Acrobat PDF 1.4 - Portable Document Format,;7
PDFA_1b_267713231.pdf;V17\;;;6
PDFA_1b_267713231.pdf;V18\;fmt/18,;Acrobat PDF 1.4 - Portable Document Format,;7
PDFA_1b_267713231.pdf;V19\;fmt/18,;Acrobat PDF 1.4 - Portable Document Format,;7
PDFA_1b_267713231.pdf;V2\;Not yet assigned,;not known,;7
PDFA_1b_267713231.pdf;V20\;fmt/18,;Acrobat PDF 1.4 - Portable Document Format,;7
PDFA_1b_267713231.pdf;V21\;fmt/18,;Acrobat PDF 1.4 - Portable Document Format,;7
PDFA_1b_267713231.pdf;V22\;fmt/18,fmt/95,;Acrobat PDF 1.4 - Portable Document Format,Acrobat PDF/A - Portable Document Format,;8
PDFA_1b_267713231.pdf;V23\;fmt/18,fmt/95,;Acrobat PDF 1.4 - Portable Document Format,Acrobat PDF/A - Portable Document Format,;8
PDFA_1b_267713231.pdf;V24\;fmt/18,fmt/95,;Acrobat PDF 1.4 - Portable Document Format,Acrobat PDF/A - Portable Document Format,;8
PDFA_1b_267713231.pdf;V25\;fmt/18,fmt/95,;Acrobat PDF 1.4 - Portable Document Format,Acrobat PDF/A - Portable Document Format,;8
PDFA_1b_267713231.pdf;V26\;fmt/18,fmt/95,;Acrobat PDF 1.4 - Portable Document Format,Acrobat PDF/A - Portable Document Format,;8
PDFA_1b_267713231.pdf;V28\;fmt/18,fmt/95,;Acrobat PDF 1.4 - Portable Document Format,Acrobat PDF/A - Portable Document Format,;8
PDFA_1b_267713231.pdf;V29\;fmt/18,fmt/95,;Acrobat PDF 1.4 - Portable Document Format,Acrobat PDF/A - Portable Document Format,;8
PDFA_1b_267713231.pdf;V3\;Not yet assigned,;not known,;7
PDFA_1b_267713231.pdf;V31\;fmt/18,fmt/95,;Acrobat PDF 1.4 - Portable Document Format,Acrobat PDF/A - Portable Document Format,;8
PDFA_1b_267713231.pdf;V32\;fmt/18,fmt/95,;Acrobat PDF 1.4 - Portable Document Format,Acrobat PDF/A - Portable Document Format,;8
PDFA_1b_267713231.pdf;V33\;fmt/18,fmt/95,;Acrobat PDF 1.4 - Portable Document Format,Acrobat PDF/A - Portable Document Format,;8
PDFA_1b_267713231.pdf;V34\;fmt/18,fmt/95,;Acrobat PDF 1.4 - Portable Document Format,Acrobat PDF/A - Portable Document Format,;8
PDFA_1b_267713231.pdf;V35\;fmt/18,fmt/95,;Acrobat PDF 1.4 - Portable Document Format,Acrobat PDF/A - Portable Document Format,;8
PDFA_1b_267713231.pdf;V36\;fmt/18,fmt/95,;Acrobat PDF 1.4 - Portable Document Format,Acrobat PDF/A - Portable Document Format,;8
PDFA_1b_267713231.pdf;V37\;fmt/18,fmt/95,;Acrobat PDF 1.4 - Portable Document Format,Acrobat PDF/A - Portable Document Format,;8
PDFA_1b_267713231.pdf;V38\;fmt/95,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V39\;fmt/95,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V4\;Not yet assigned,;not known,;7
PDFA_1b_267713231.pdf;V40\;fmt/95,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V41\;fmt/95,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V42\;fmt/95,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V43\;fmt/95,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V44\;fmt/95,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V45\;fmt/95,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V46\;fmt/95,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V47\;fmt/95,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V48\;fmt/95,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V49\;fmt/95,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V5\;fmt/18,;Acrobat PDF 1.4 - Portable Document Format,;7
PDFA_1b_267713231.pdf;V50\;fmt/95,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V51\;fmt/354,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V52\;fmt/354,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V55\;fmt/354,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V58\;fmt/354,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V59\;fmt/354,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V6\;fmt/18,;Acrobat PDF 1.4 - Portable Document Format,;7
PDFA_1b_267713231.pdf;V60\;fmt/354,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V61\;fmt/354,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V62\;fmt/354,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V63\;fmt/354,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V65\;fmt/354,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V66\;fmt/354,;Acrobat PDF/A - Portable Document Format,;7
PDFA_1b_267713231.pdf;V67\;fmt/354,;Acrobat PDF/A - Portable Document Format,;7
